1:598(598) -> (g(0):c(598))
2:321(919) -> (g(321):c(0))
3:319(1238) -> (g(319):c(0))
4:317(1555) -> (g(317):c(0))
5:315(1870) -> (g(315):c(0))
6:313(2183) -> (g(313):c(0))
7:311(2494) -> (g(311):c(0))
8:309(2803) -> (g(309):c(0))
9:307(3110) -> (g(307):c(0))
10:305(3415) -> (g(305):c(0))
11:303(3718) -> (g(303):c(0))
12:301(4019) -> (g(301):c(0))
13:299(4318) -> (g(299):c(0))
14:280(4598) -> (g(280):c(0))
15:230(4828) -> (g(230):c(0))
16:204(5032) -> (g(204):c(0))
17:182(5214) -> (g(182):c(0))
18:164(5378) -> (g(164):c(0))
19:138(5516) -> (g(138):c(0))
20:109(5625) -> (g(109):c(0))
21:88(5713) -> (g(88):c(0))
22:63(5776) -> (g(63):c(0))
23:48(5824) -> (g(48):c(0))
24:19(5843) -> (g(19):c(0))
Accuracy: total
STEP: 1 -> AVG  1.00%
STEP: 2 -> AVG  7.45%
STEP: 3 -> AVG 16.55%
STEP: 4 -> AVG 24.30%
STEP: 5 -> AVG 31.26%
STEP: 6 -> AVG 38.82%
STEP: 7 -> AVG 46.20%
STEP: 8 -> AVG 52.14%
STEP: 9 -> AVG 58.48%
STEP: 10 -> AVG 64.36%
STEP: 11 -> AVG 71.23%
STEP: 12 -> AVG 76.64%
STEP: 13 -> AVG 80.83%
STEP: 14 -> AVG 83.92%
STEP: 15 -> AVG 86.67%
STEP: 16 -> AVG 89.96%
STEP: 17 -> AVG 92.54%
STEP: 18 -> AVG 94.64%
STEP: 19 -> AVG 96.56%
STEP: 20 -> AVG 98.53%
STEP: 21 -> AVG 99.59%
STEP: 22 -> AVG 99.82%
STEP: 23 -> AVG 99.96%
STEP: 24 -> AVG 100.00%
Accuracy: agg
STEP: 1 -> AVG  1.00%
STEP: 2 -> AVG  7.45%
STEP: 3 -> AVG 16.55%
STEP: 4 -> AVG 24.30%
STEP: 5 -> AVG 31.26%
STEP: 6 -> AVG 38.82%
STEP: 7 -> AVG 46.20%
STEP: 8 -> AVG 52.14%
STEP: 9 -> AVG 58.48%
STEP: 10 -> AVG 64.36%
STEP: 11 -> AVG 71.23%
STEP: 12 -> AVG 76.64%
STEP: 13 -> AVG 80.83%
STEP: 14 -> AVG 83.92%
STEP: 15 -> AVG 86.67%
STEP: 16 -> AVG 89.96%
STEP: 17 -> AVG 92.54%
STEP: 18 -> AVG 94.64%
STEP: 19 -> AVG 96.56%
STEP: 20 -> AVG 98.53%
STEP: 21 -> AVG 99.59%
STEP: 22 -> AVG 99.82%
STEP: 23 -> AVG 99.96%
STEP: 24 -> AVG 100.00%
Accuracy: single
STEP: 1 -> AVG  1.00%
STEP: 2 -> AVG  1.00%
STEP: 3 -> AVG  1.00%
STEP: 4 -> AVG  1.00%
STEP: 5 -> AVG  1.00%
STEP: 6 -> AVG  1.00%
STEP: 7 -> AVG  1.01%
STEP: 8 -> AVG  1.01%
STEP: 9 -> AVG  1.01%
STEP: 10 -> AVG  1.01%
STEP: 11 -> AVG  1.01%
STEP: 12 -> AVG  1.01%
STEP: 13 -> AVG  1.01%
STEP: 14 -> AVG  1.04%
STEP: 15 -> AVG  1.07%
STEP: 16 -> AVG  1.07%
STEP: 17 -> AVG  1.08%
STEP: 18 -> AVG  1.09%
STEP: 19 -> AVG  1.11%
STEP: 20 -> AVG  1.12%
STEP: 21 -> AVG  1.12%
STEP: 22 -> AVG  1.13%
STEP: 23 -> AVG  1.16%
STEP: 24 -> AVG  1.18%
