1:178(178) -> (g(0):c(178))
2:105(283) -> (g(105):c(0))
3:103(386) -> (g(103):c(0))
4:101(487) -> (g(101):c(0))
5:99(586) -> (g(99):c(0))
6:97(683) -> (g(97):c(0))
7:95(778) -> (g(95):c(0))
8:93(871) -> (g(93):c(0))
9:91(962) -> (g(91):c(0))
10:89(1051) -> (g(89):c(0))
11:87(1138) -> (g(87):c(0))
12:75(1213) -> (g(75):c(0))
13:65(1278) -> (g(65):c(0))
14:56(1334) -> (g(56):c(0))
15:47(1381) -> (g(47):c(0))
16:38(1419) -> (g(38):c(0))
17:24(1443) -> (g(24):c(0))
18:6(1449) -> (g(6):c(0))
Accuracy: total
STEP: 1 -> AVG  3.31%
STEP: 2 -> AVG 12.02%
STEP: 3 -> AVG 21.68%
STEP: 4 -> AVG 31.73%
STEP: 5 -> AVG 39.43%
STEP: 6 -> AVG 47.95%
STEP: 7 -> AVG 55.60%
STEP: 8 -> AVG 61.93%
STEP: 9 -> AVG 68.27%
STEP: 10 -> AVG 73.46%
STEP: 11 -> AVG 79.53%
STEP: 12 -> AVG 83.63%
STEP: 13 -> AVG 88.35%
STEP: 14 -> AVG 91.78%
STEP: 15 -> AVG 95.70%
STEP: 16 -> AVG 98.54%
STEP: 17 -> AVG 99.88%
STEP: 18 -> AVG 100.00%
Accuracy: agg
STEP: 1 -> AVG  3.31%
STEP: 2 -> AVG 12.02%
STEP: 3 -> AVG 21.68%
STEP: 4 -> AVG 31.73%
STEP: 5 -> AVG 39.43%
STEP: 6 -> AVG 47.95%
STEP: 7 -> AVG 55.60%
STEP: 8 -> AVG 61.93%
STEP: 9 -> AVG 68.27%
STEP: 10 -> AVG 73.46%
STEP: 11 -> AVG 79.53%
STEP: 12 -> AVG 83.63%
STEP: 13 -> AVG 88.35%
STEP: 14 -> AVG 91.78%
STEP: 15 -> AVG 95.70%
STEP: 16 -> AVG 98.54%
STEP: 17 -> AVG 99.88%
STEP: 18 -> AVG 100.00%
Accuracy: single
STEP: 1 -> AVG  3.31%
STEP: 2 -> AVG  3.41%
STEP: 3 -> AVG  3.49%
STEP: 4 -> AVG  3.58%
STEP: 5 -> AVG  3.86%
STEP: 6 -> AVG  4.05%
STEP: 7 -> AVG  4.26%
STEP: 8 -> AVG  4.56%
STEP: 9 -> AVG  4.81%
STEP: 10 -> AVG  5.07%
STEP: 11 -> AVG  5.27%
STEP: 12 -> AVG  5.59%
STEP: 13 -> AVG  5.73%
STEP: 14 -> AVG  5.89%
STEP: 15 -> AVG  5.93%
STEP: 16 -> AVG  6.04%
STEP: 17 -> AVG  6.15%
STEP: 18 -> AVG  6.21%
